id,active_trip_id,scheduled_trip_id,trip_date,driver_id,driver_experience_years,driver_rating,bus_id,bus_type,has_ac,bus_age_years,departure_time,time_of_day_category,day_of_week,is_weekend,is_holiday,weather_condition,temperature_celsius,total_passengers,route_id,created_at
00000000-0000-0000-0000-000000510080,00000000-0000-0000-0000-000000610080,00000000-0000-0000-0000-000000710080,2026-04-09,00000000-0000-0000-0000-000000810080,1,3.69,00000000-0000-0000-0000-000000910040,Normal,false,14.00,22:30:00,night,thursday,false,false,rain,31,18,00000000-0000-0000-0000-000000001005,2026-04-09T22:30:00Z
00000000-0000-0000-0000-000000510081,00000000-0000-0000-0000-000000610081,00000000-0000-0000-0000-000000710081,2026-04-10,00000000-0000-0000-0000-000000810081,4,3.87,00000000-0000-0000-0000-000000910043,Express,true,1.10,05:15:00,early_morning,friday,false,false,clear,32,25,00000000-0000-0000-0000-000000001001,2026-04-10T05:15:00Z
00000000-0000-0000-0000-000000510082,00000000-0000-0000-0000-000000610082,00000000-0000-0000-0000-000000710082,2026-04-11,00000000-0000-0000-0000-000000810082,7,4.04,00000000-0000-0000-0000-000000910046,Semi Luxury,false,3.20,06:30:00,morning_peak,saturday,true,false,clear,33,32,00000000-0000-0000-0000-000000001002,2026-04-11T06:30:00Z
00000000-0000-0000-0000-000000510083,00000000-0000-0000-0000-000000610083,00000000-0000-0000-0000-000000710083,2026-04-12,00000000-0000-0000-0000-000000810083,10,4.22,00000000-0000-0000-0000-000000910049,Intercity,false,5.30,08:03:00,morning_peak,sunday,true,false,clear,34,39,00000000-0000-0000-0000-000000001003,2026-04-12T08:03:00Z
00000000-0000-0000-0000-000000510084,00000000-0000-0000-0000-000000610084,00000000-0000-0000-0000-000000710084,2026-04-13,00000000-0000-0000-0000-000000810084,13,4.39,00000000-0000-0000-0000-000000910052,AC Luxury,true,7.40,10:15:00,midday,monday,false,false,clear,28,46,00000000-0000-0000-0000-000000001004,2026-04-13T10:15:00Z
00000000-0000-0000-0000-000000510085,00000000-0000-0000-0000-000000610085,00000000-0000-0000-0000-000000710085,2026-04-14,00000000-0000-0000-0000-000000810085,16,4.37,00000000-0000-0000-0000-000000910055,Normal,false,9.50,12:40:00,midday,tuesday,false,true,rain,29,18,00000000-0000-0000-0000-000000001005,2026-04-14T12:40:00Z
00000000-0000-0000-0000-000000510086,00000000-0000-0000-0000-000000610086,00000000-0000-0000-0000-000000710086,2026-04-15,00000000-0000-0000-0000-000000810086,19,4.54,00000000-0000-0000-0000-000000910058,Express,true,11.60,14:00:00,midday,wednesday,false,false,clear,30,25,00000000-0000-0000-0000-000000001001,2026-04-15T14:00:00Z
00000000-0000-0000-0000-000000510087,00000000-0000-0000-0000-000000610087,00000000-0000-0000-0000-000000710087,2026-04-16,00000000-0000-0000-0000-000000810087,22,4.72,00000000-0000-0000-0000-000000910061,Semi Luxury,false,13.70,16:20:00,evening_peak,thursday,false,false,heavy_rain,25,32,00000000-0000-0000-0000-000000001002,2026-04-16T16:20:00Z
00000000-0000-0000-0000-000000510088,00000000-0000-0000-0000-000000610088,00000000-0000-0000-0000-000000710088,2026-04-17,00000000-0000-0000-0000-000000810088,1,3.81,00000000-0000-0000-0000-000000910064,Intercity,false,15.80,17:45:00,evening_peak,friday,false,false,clear,32,39,00000000-0000-0000-0000-000000001003,2026-04-17T17:45:00Z
00000000-0000-0000-0000-000000510089,00000000-0000-0000-0000-000000610089,00000000-0000-0000-0000-000000710089,2026-04-18,00000000-0000-0000-0000-000000810089,4,3.99,00000000-0000-0000-0000-000000910067,AC Luxury,true,2.90,20:10:00,night,saturday,true,false,clear,33,46,00000000-0000-0000-0000-000000001004,2026-04-18T20:10:00Z
00000000-0000-0000-0000-000000510090,00000000-0000-0000-0000-000000610090,00000000-0000-0000-0000-000000710090,2026-04-19,00000000-0000-0000-0000-000000810090,7,3.96,00000000-0000-0000-0000-000000910070,Normal,false,5.00,22:30:00,night,sunday,true,false,rain,34,18,00000000-0000-0000-0000-000000001005,2026-04-19T22:30:00Z
00000000-0000-0000-0000-000000510091,00000000-0000-0000-0000-000000610091,00000000-0000-0000-0000-000000710091,2026-04-20,00000000-0000-0000-0000-000000810091,10,4.14,00000000-0000-0000-0000-000000910073,Express,true,7.10,05:15:00,early_morning,monday,false,false,fog,26,25,00000000-0000-0000-0000-000000001001,2026-04-20T05:15:00Z
00000000-0000-0000-0000-000000510092,00000000-0000-0000-0000-000000610092,00000000-0000-0000-0000-000000710092,2026-04-21,00000000-0000-0000-0000-000000810092,13,4.31,00000000-0000-0000-0000-000000910076,Semi Luxury,false,9.20,06:30:00,morning_peak,tuesday,false,false,clear,29,32,00000000-0000-0000-0000-000000001002,2026-04-21T06:30:00Z
00000000-0000-0000-0000-000000510093,00000000-0000-0000-0000-000000610093,00000000-0000-0000-0000-000000710093,2026-04-22,00000000-0000-0000-0000-000000810093,16,4.49,00000000-0000-0000-0000-000000910079,Intercity,false,11.30,08:03:00,morning_peak,wednesday,false,false,clear,30,39,00000000-0000-0000-0000-000000001003,2026-04-22T08:03:00Z
00000000-0000-0000-0000-000000510094,00000000-0000-0000-0000-000000610094,00000000-0000-0000-0000-000000710094,2026-04-23,00000000-0000-0000-0000-000000810094,19,4.67,00000000-0000-0000-0000-000000910082,AC Luxury,true,13.40,10:15:00,midday,thursday,false,false,clear,31,46,00000000-0000-0000-0000-000000001004,2026-04-23T10:15:00Z
00000000-0000-0000-0000-000000510095,00000000-0000-0000-0000-000000610095,00000000-0000-0000-0000-000000710095,2026-04-24,00000000-0000-0000-0000-000000810095,22,4.64,00000000-0000-0000-0000-000000910085,Normal,false,15.50,12:40:00,midday,friday,false,false,rain,32,18,00000000-0000-0000-0000-000000001005,2026-04-24T12:40:00Z
00000000-0000-0000-0000-000000510096,00000000-0000-0000-0000-000000610096,00000000-0000-0000-0000-000000710096,2026-04-25,00000000-0000-0000-0000-000000810096,1,3.73,00000000-0000-0000-0000-000000910088,Express,true,2.60,14:00:00,midday,saturday,true,false,clear,33,25,00000000-0000-0000-0000-000000001001,2026-04-25T14:00:00Z
00000000-0000-0000-0000-000000510097,00000000-0000-0000-0000-000000610097,00000000-0000-0000-0000-000000710097,2026-04-26,00000000-0000-0000-0000-000000810097,4,3.91,00000000-0000-0000-0000-000000910091,Semi Luxury,false,4.70,16:20:00,evening_peak,sunday,true,false,clear,34,32,00000000-0000-0000-0000-000000001002,2026-04-26T16:20:00Z
00000000-0000-0000-0000-000000510098,00000000-0000-0000-0000-000000610098,00000000-0000-0000-0000-000000710098,2026-04-27,00000000-0000-0000-0000-000000810098,7,4.08,00000000-0000-0000-0000-000000910094,Intercity,false,6.80,17:45:00,evening_peak,monday,false,false,clear,28,39,00000000-0000-0000-0000-000000001003,2026-04-27T17:45:00Z
00000000-0000-0000-0000-000000510099,00000000-0000-0000-0000-000000610099,00000000-0000-0000-0000-000000710099,2026-04-28,00000000-0000-0000-0000-000000810099,10,4.26,00000000-0000-0000-0000-000000910097,AC Luxury,true,8.90,20:10:00,night,tuesday,false,false,clear,29,46,00000000-0000-0000-0000-000000001004,2026-04-28T20:10:00Z
00000000-0000-0000-0000-000000510100,00000000-0000-0000-0000-000000610100,00000000-0000-0000-0000-000000710100,2026-04-29,00000000-0000-0000-0000-000000810100,13,4.23,00000000-0000-0000-0000-000000910100,Normal,false,11.00,22:30:00,night,wednesday,false,false,rain,30,18,00000000-0000-0000-0000-000000001005,2026-04-29T22:30:00Z
