id,master_route_id,start_point_type,start_point_id,end_point_type,end_point_id,segment_order,start_latitude,start_longitude,end_latitude,end_longitude,distance_km,baseline_duration_minutes,baseline_speed_kmh,road_type,traffic_sensitivity_factor,elevation_change_meters,encoded_polyline_segment,created_at,updated_at
00000000-0000-0000-0000-000000310505,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210504,lounge,00000000-0000-0000-0000-000000410505,5,6.2134666,80.5750267,6.2741620,80.5820065,10.780,22,30.00,urban,1.45,32,poly_r05_s05,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310506,00000000-0000-0000-0000-000000001005,lounge,00000000-0000-0000-0000-000000410505,stop,00000000-0000-0000-0000-000000210506,6,6.2741620,80.5820065,6.3427260,80.5850520,11.515,17,40.00,mixed,1.15,19,poly_r05_s06,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310507,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210506,stop,00000000-0000-0000-0000-000000210507,7,6.3427260,80.5850520,6.4182038,80.5846406,12.250,14,54.00,rural,0.95,8,poly_r05_s07,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310508,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210507,stop,00000000-0000-0000-0000-000000210508,8,6.4182038,80.5846406,6.4959307,80.5831047,12.985,13,58.00,highway,0.75,1,poly_r05_s08,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310509,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210508,stop,00000000-0000-0000-0000-000000210509,9,6.4959307,80.5831047,6.5700350,80.5833800,13.720,18,46.00,mixed,1.15,-2,poly_r05_s09,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310510,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210509,lounge,00000000-0000-0000-0000-000000410510,10,6.5700350,80.5833800,6.6365891,80.5874305,10.780,20,32.00,urban,1.45,0,poly_r05_s10,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310511,00000000-0000-0000-0000-000000001005,lounge,00000000-0000-0000-0000-000000410510,stop,00000000-0000-0000-0000-000000210511,11,6.6365891,80.5874305,6.6957168,80.5951941,11.515,17,40.00,mixed,1.15,6,poly_r05_s11,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310512,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210511,stop,00000000-0000-0000-0000-000000210512,12,6.6957168,80.5951941,6.7515272,80.6046164,12.250,16,45.00,rural,0.95,16,poly_r05_s12,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310513,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210512,stop,00000000-0000-0000-0000-000000210513,13,6.7515272,80.6046164,6.8099096,80.6127527,12.985,13,62.00,highway,0.75,28,poly_r05_s13,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310514,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210513,stop,00000000-0000-0000-0000-000000210514,14,6.8099096,80.6127527,6.8753729,80.6173486,13.720,18,46.00,mixed,1.15,42,poly_r05_s14,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310515,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210514,lounge,00000000-0000-0000-0000-000000410515,15,6.8753729,80.6173486,6.9486264,80.6180493,10.780,19,34.00,urban,1.45,56,poly_r05_s15,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310516,00000000-0000-0000-0000-000000001005,lounge,00000000-0000-0000-0000-000000410515,stop,00000000-0000-0000-0000-000000210516,16,6.9486264,80.6180493,7.0261990,80.6165905,11.515,17,40.00,mixed,1.15,68,poly_r05_s16,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310517,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210516,stop,00000000-0000-0000-0000-000000210517,17,7.0261990,80.6165905,7.1023018,80.6158666,12.250,15,48.00,rural,0.95,76,poly_r05_s17,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310518,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210517,stop,00000000-0000-0000-0000-000000210518,18,7.1023018,80.6158666,7.1719346,80.6183777,12.985,12,66.00,highway,0.75,81,poly_r05_s18,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310519,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210518,stop,00000000-0000-0000-0000-000000210519,19,7.1719346,80.6183777,7.2335693,80.6248878,13.720,18,46.00,mixed,1.15,82,poly_r05_s19,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310520,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210519,destination,00000000-0000-0000-0000-000000111005,20,7.2335693,80.6248878,7.2899696,80.6340152,10.780,23,28.00,urban,1.45,77,poly_r05_s20,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
