id,route_segment_id,active_trip_id,scheduled_trip_id,bus_id,driver_id,trip_date,segment_start_time,segment_end_time,actual_duration_minutes,estimated_duration_minutes,average_speed_kmh,max_speed_kmh,min_speed_kmh,stop_count,dwell_time_seconds,time_of_day_category,day_of_week,is_holiday,weather_condition,bus_type,bus_occupancy_percentage,driver_experience_years,created_at
00000000-0000-0000-0000-000001610065,00000000-0000-0000-0000-000000310505,00000000-0000-0000-0000-000000610065,00000000-0000-0000-0000-000000710065,00000000-0000-0000-0000-000000910095,00000000-0000-0000-0000-000000810065,2026-03-25,2026-03-25T13:36:00Z,2026-03-25T14:04:40.800Z,28.68,22.00,22.55,38.55,3.00,0,305,midday,wednesday,false,fog,Normal,35,4,2026-03-25T14:04:45.800Z
00000000-0000-0000-0000-000001610066,00000000-0000-0000-0000-000000310106,00000000-0000-0000-0000-000000610066,00000000-0000-0000-0000-000000710066,00000000-0000-0000-0000-000000910098,00000000-0000-0000-0000-000000810066,2026-03-26,2026-03-26T15:12:00Z,2026-03-26T15:19:36Z,7.60,8.00,43.04,60.04,27.04,1,342,midday,thursday,false,clear,Express,48,7,2026-03-26T15:19:41Z
00000000-0000-0000-0000-000001610067,00000000-0000-0000-0000-000000310207,00000000-0000-0000-0000-000000610067,00000000-0000-0000-0000-000000710067,00000000-0000-0000-0000-000000910001,00000000-0000-0000-0000-000000810067,2026-03-27,2026-03-27T17:48:00Z,2026-03-27T17:54:57Z,6.95,6.00,50.07,68.07,33.07,2,117,evening_peak,friday,false,clear,Semi Luxury,62,10,2026-03-27T17:55:02Z
00000000-0000-0000-0000-000001610068,00000000-0000-0000-0000-000000310308,00000000-0000-0000-0000-000000610068,00000000-0000-0000-0000-000000710068,00000000-0000-0000-0000-000000910004,00000000-0000-0000-0000-000000810068,2026-03-28,2026-03-28T19:29:00Z,2026-03-28T19:37:43.200Z,8.72,7.00,45.95,64.95,27.95,3,128,evening_peak,saturday,true,clear,Intercity,75,13,2026-03-28T19:37:48.200Z
00000000-0000-0000-0000-000001610069,00000000-0000-0000-0000-000000310409,00000000-0000-0000-0000-000000610069,00000000-0000-0000-0000-000000710069,00000000-0000-0000-0000-000000910007,00000000-0000-0000-0000-000000810069,2026-03-29,2026-03-29T22:10:00Z,2026-03-29T22:37:57Z,27.95,29.00,47.48,67.48,28.48,4,139,night,sunday,false,clear,AC Luxury,88,16,2026-03-29T22:38:02Z
00000000-0000-0000-0000-000001610070,00000000-0000-0000-0000-000000310510,00000000-0000-0000-0000-000000610070,00000000-0000-0000-0000-000000710070,00000000-0000-0000-0000-000000910010,00000000-0000-0000-0000-000000810070,2026-03-30,2026-03-31T00:36:00Z,2026-03-31T01:00:25.800Z,24.43,20.00,26.48,47.48,6.48,0,490,night,monday,false,rain,Normal,35,19,2026-03-31T01:00:30.800Z
00000000-0000-0000-0000-000001610071,00000000-0000-0000-0000-000000310111,00000000-0000-0000-0000-000000610071,00000000-0000-0000-0000-000000710071,00000000-0000-0000-0000-000000910013,00000000-0000-0000-0000-000000810071,2026-03-31,2026-03-31T07:37:00Z,2026-03-31T07:46:29.400Z,9.49,8.00,34.47,56.47,13.47,1,527,early_morning,tuesday,false,clear,Express,48,22,2026-03-31T07:46:34.400Z
00000000-0000-0000-0000-000001610072,00000000-0000-0000-0000-000000310212,00000000-0000-0000-0000-000000610072,00000000-0000-0000-0000-000000710072,00000000-0000-0000-0000-000000910016,00000000-0000-0000-0000-000000810072,2026-04-01,2026-04-01T09:08:00Z,2026-04-01T09:18:22.800Z,10.38,8.00,33.53,47.53,17.53,2,172,morning_peak,wednesday,false,clear,Semi Luxury,62,1,2026-04-01T09:18:27.800Z
00000000-0000-0000-0000-000001610073,00000000-0000-0000-0000-000000310313,00000000-0000-0000-0000-000000610073,00000000-0000-0000-0000-000000710073,00000000-0000-0000-0000-000000910019,00000000-0000-0000-0000-000000810073,2026-04-02,2026-04-02T10:57:00Z,2026-04-02T11:03:22.800Z,6.38,6.00,62.80,77.80,45.80,3,23,morning_peak,thursday,false,clear,Intercity,75,4,2026-04-02T11:03:27.800Z
00000000-0000-0000-0000-000001610074,00000000-0000-0000-0000-000000310414,00000000-0000-0000-0000-000000610074,00000000-0000-0000-0000-000000710074,00000000-0000-0000-0000-000000910022,00000000-0000-0000-0000-000000810074,2026-04-03,2026-04-03T13:25:00Z,2026-04-03T13:51:55.200Z,26.92,29.00,49.30,65.30,31.30,4,34,midday,friday,false,clear,AC Luxury,88,7,2026-04-03T13:52:00.200Z
00000000-0000-0000-0000-000001610075,00000000-0000-0000-0000-000000310515,00000000-0000-0000-0000-000000610075,00000000-0000-0000-0000-000000710075,00000000-0000-0000-0000-000000910025,00000000-0000-0000-0000-000000810075,2026-04-04,2026-04-04T15:56:00Z,2026-04-04T16:18:18.600Z,22.31,19.00,28.99,45.99,9.99,0,675,midday,saturday,false,rain,Normal,35,10,2026-04-04T16:18:23.600Z
00000000-0000-0000-0000-000001610076,00000000-0000-0000-0000-000000310116,00000000-0000-0000-0000-000000610076,00000000-0000-0000-0000-000000710076,00000000-0000-0000-0000-000000910028,00000000-0000-0000-0000-000000810076,2026-04-05,2026-04-05T17:32:00Z,2026-04-05T17:39:41.400Z,7.69,8.00,42.54,60.54,22.54,1,712,midday,sunday,false,clear,Express,48,13,2026-04-05T17:39:46.400Z
00000000-0000-0000-0000-000001610077,00000000-0000-0000-0000-000000310217,00000000-0000-0000-0000-000000610077,00000000-0000-0000-0000-000000710077,00000000-0000-0000-0000-000000910031,00000000-0000-0000-0000-000000810077,2026-04-06,2026-04-06T20:08:00Z,2026-04-06T20:16:25.200Z,8.42,7.00,41.33,60.33,20.33,2,67,evening_peak,monday,false,clear,Semi Luxury,62,16,2026-04-06T20:16:30.200Z
00000000-0000-0000-0000-000001610078,00000000-0000-0000-0000-000000310318,00000000-0000-0000-0000-000000610078,00000000-0000-0000-0000-000000710078,00000000-0000-0000-0000-000000910034,00000000-0000-0000-0000-000000810078,2026-04-07,2026-04-07T21:49:00Z,2026-04-07T21:59:07.800Z,10.13,6.00,39.55,59.55,23.55,3,78,evening_peak,tuesday,false,fog,Intercity,75,19,2026-04-07T21:59:12.800Z
00000000-0000-0000-0000-000001610079,00000000-0000-0000-0000-000000310419,00000000-0000-0000-0000-000000610079,00000000-0000-0000-0000-000000710079,00000000-0000-0000-0000-000000910037,00000000-0000-0000-0000-000000810079,2026-04-08,2026-04-09T00:30:00Z,2026-04-09T00:58:36.600Z,28.61,29.00,46.39,67.39,29.39,4,89,night,wednesday,false,clear,AC Luxury,88,22,2026-04-09T00:58:41.600Z
00000000-0000-0000-0000-000001610080,00000000-0000-0000-0000-000000310520,00000000-0000-0000-0000-000000610080,00000000-0000-0000-0000-000000710080,00000000-0000-0000-0000-000000910040,00000000-0000-0000-0000-000000810080,2026-04-09,2026-04-10T02:56:00Z,2026-04-10T03:30:37.200Z,34.62,23.00,18.68,40.68,3.00,0,100,night,thursday,false,rain,Normal,35,1,2026-04-10T03:30:42.200Z
00000000-0000-0000-0000-000001610081,00000000-0000-0000-0000-000000310101,00000000-0000-0000-0000-000000610081,00000000-0000-0000-0000-000000710081,00000000-0000-0000-0000-000000910043,00000000-0000-0000-0000-000000810081,2026-04-10,2026-04-10T05:17:00Z,2026-04-10T05:22:36.600Z,5.61,8.00,58.31,72.31,39.31,1,111,early_morning,friday,false,clear,Express,48,4,2026-04-10T05:22:41.600Z
00000000-0000-0000-0000-000001610082,00000000-0000-0000-0000-000000310202,00000000-0000-0000-0000-000000610082,00000000-0000-0000-0000-000000710082,00000000-0000-0000-0000-000000910046,00000000-0000-0000-0000-000000810082,2026-04-11,2026-04-11T06:48:00Z,2026-04-11T06:54:55.200Z,6.92,7.00,50.29,65.29,30.29,2,122,morning_peak,saturday,false,clear,Semi Luxury,62,7,2026-04-11T06:55:00.200Z
00000000-0000-0000-0000-000001610083,00000000-0000-0000-0000-000000310303,00000000-0000-0000-0000-000000610083,00000000-0000-0000-0000-000000710083,00000000-0000-0000-0000-000000910049,00000000-0000-0000-0000-000000810083,2026-04-12,2026-04-12T08:37:00Z,2026-04-12T08:43:07.800Z,6.13,6.00,65.36,81.36,44.36,3,133,morning_peak,sunday,false,clear,Intercity,75,10,2026-04-12T08:43:12.800Z
00000000-0000-0000-0000-000001610084,00000000-0000-0000-0000-000000310404,00000000-0000-0000-0000-000000610084,00000000-0000-0000-0000-000000710084,00000000-0000-0000-0000-000000910052,00000000-0000-0000-0000-000000810084,2026-04-13,2026-04-13T11:05:00Z,2026-04-13T11:35:45.600Z,30.76,29.00,43.15,60.15,27.15,4,144,midday,monday,false,clear,AC Luxury,88,13,2026-04-13T11:35:50.600Z
00000000-0000-0000-0000-000001610085,00000000-0000-0000-0000-000000310505,00000000-0000-0000-0000-000000610085,00000000-0000-0000-0000-000000710085,00000000-0000-0000-0000-000000910055,00000000-0000-0000-0000-000000810085,2026-04-14,2026-04-14T13:36:00Z,2026-04-14T14:01:42Z,25.70,22.00,25.17,43.17,8.17,0,1045,midday,tuesday,true,rain,Normal,35,16,2026-04-14T14:01:47Z
00000000-0000-0000-0000-000001610086,00000000-0000-0000-0000-000000310106,00000000-0000-0000-0000-000000610086,00000000-0000-0000-0000-000000710086,00000000-0000-0000-0000-000000910058,00000000-0000-0000-0000-000000810086,2026-04-15,2026-04-15T15:12:00Z,2026-04-15T15:20:03.600Z,8.06,8.00,40.59,59.59,22.59,1,1082,midday,wednesday,false,clear,Express,48,19,2026-04-15T15:20:08.600Z
00000000-0000-0000-0000-000001610087,00000000-0000-0000-0000-000000310207,00000000-0000-0000-0000-000000610087,00000000-0000-0000-0000-000000710087,00000000-0000-0000-0000-000000910061,00000000-0000-0000-0000-000000810087,2026-04-16,2026-04-16T17:48:00Z,2026-04-16T18:01:06.600Z,13.11,6.00,26.54,46.54,7.54,2,177,evening_peak,thursday,false,heavy_rain,Semi Luxury,62,22,2026-04-16T18:01:11.600Z
00000000-0000-0000-0000-000001610088,00000000-0000-0000-0000-000000310308,00000000-0000-0000-0000-000000610088,00000000-0000-0000-0000-000000710088,00000000-0000-0000-0000-000000910064,00000000-0000-0000-0000-000000810088,2026-04-17,2026-04-17T19:29:00Z,2026-04-17T19:40:31.200Z,11.52,7.00,34.78,55.78,14.78,3,28,evening_peak,friday,false,clear,Intercity,75,1,2026-04-17T19:40:36.200Z
00000000-0000-0000-0000-000001610089,00000000-0000-0000-0000-000000310409,00000000-0000-0000-0000-000000610089,00000000-0000-0000-0000-000000710089,00000000-0000-0000-0000-000000910067,00000000-0000-0000-0000-000000810089,2026-04-18,2026-04-18T22:10:00Z,2026-04-18T22:41:05.400Z,31.09,29.00,42.69,64.69,21.69,4,39,night,saturday,false,clear,AC Luxury,88,4,2026-04-18T22:41:10.400Z
00000000-0000-0000-0000-000001610090,00000000-0000-0000-0000-000000310510,00000000-0000-0000-0000-000000610090,00000000-0000-0000-0000-000000710090,00000000-0000-0000-0000-000000910070,00000000-0000-0000-0000-000000810090,2026-04-19,2026-04-20T00:36:00Z,2026-04-20T00:59:14.400Z,23.24,20.00,27.83,41.83,11.83,0,1230,night,sunday,false,rain,Normal,35,7,2026-04-20T00:59:19.400Z
00000000-0000-0000-0000-000001610091,00000000-0000-0000-0000-000000310111,00000000-0000-0000-0000-000000610091,00000000-0000-0000-0000-000000710091,00000000-0000-0000-0000-000000910073,00000000-0000-0000-0000-000000810091,2026-04-20,2026-04-20T07:37:00Z,2026-04-20T07:45:19.800Z,8.33,8.00,39.27,54.27,22.27,1,1267,early_morning,monday,false,fog,Express,48,10,2026-04-20T07:45:24.800Z
00000000-0000-0000-0000-000001610092,00000000-0000-0000-0000-000000310212,00000000-0000-0000-0000-000000610092,00000000-0000-0000-0000-000000710092,00000000-0000-0000-0000-000000910076,00000000-0000-0000-0000-000000810092,2026-04-21,2026-04-21T09:08:00Z,2026-04-21T09:16:25.200Z,8.42,8.00,41.33,57.33,23.33,2,72,morning_peak,tuesday,false,clear,Semi Luxury,62,13,2026-04-21T09:16:30.200Z
00000000-0000-0000-0000-000001610093,00000000-0000-0000-0000-000000310313,00000000-0000-0000-0000-000000610093,00000000-0000-0000-0000-000000710093,00000000-0000-0000-0000-000000910079,00000000-0000-0000-0000-000000810093,2026-04-22,2026-04-22T10:57:00Z,2026-04-22T11:04:34.200Z,7.57,6.00,52.93,69.93,33.93,3,83,morning_peak,wednesday,false,clear,Intercity,75,16,2026-04-22T11:04:39.200Z
00000000-0000-0000-0000-000001610094,00000000-0000-0000-0000-000000310414,00000000-0000-0000-0000-000000610094,00000000-0000-0000-0000-000000710094,00000000-0000-0000-0000-000000910082,00000000-0000-0000-0000-000000810094,2026-04-23,2026-04-23T13:25:00Z,2026-04-23T13:52:45.600Z,27.76,29.00,47.81,65.81,27.81,4,94,midday,thursday,false,clear,AC Luxury,88,19,2026-04-23T13:52:50.600Z
00000000-0000-0000-0000-000001610095,00000000-0000-0000-0000-000000310515,00000000-0000-0000-0000-000000610095,00000000-0000-0000-0000-000000710095,00000000-0000-0000-0000-000000910085,00000000-0000-0000-0000-000000810095,2026-04-24,2026-04-24T15:56:00Z,2026-04-24T16:19:47.400Z,23.79,19.00,27.19,46.19,6.19,0,1415,midday,friday,false,rain,Normal,35,22,2026-04-24T16:19:52.400Z
00000000-0000-0000-0000-000001610096,00000000-0000-0000-0000-000000310116,00000000-0000-0000-0000-000000610096,00000000-0000-0000-0000-000000710096,00000000-0000-0000-0000-000000910088,00000000-0000-0000-0000-000000810096,2026-04-25,2026-04-25T17:32:00Z,2026-04-25T17:41:21Z,9.35,8.00,34.99,54.99,18.99,1,1452,midday,saturday,false,clear,Express,48,1,2026-04-25T17:41:26Z
00000000-0000-0000-0000-000001610097,00000000-0000-0000-0000-000000310217,00000000-0000-0000-0000-000000610097,00000000-0000-0000-0000-000000710097,00000000-0000-0000-0000-000000910091,00000000-0000-0000-0000-000000810097,2026-04-26,2026-04-26T20:08:00Z,2026-04-26T20:18:29.400Z,10.49,7.00,33.17,54.17,16.17,2,127,evening_peak,sunday,false,clear,Semi Luxury,62,4,2026-04-26T20:18:34.400Z
00000000-0000-0000-0000-000001610098,00000000-0000-0000-0000-000000310318,00000000-0000-0000-0000-000000610098,00000000-0000-0000-0000-000000710098,00000000-0000-0000-0000-000000910094,00000000-0000-0000-0000-000000810098,2026-04-27,2026-04-27T21:49:00Z,2026-04-27T21:58:32.400Z,9.54,6.00,42.00,64.00,24.00,3,138,evening_peak,monday,false,clear,Intercity,75,7,2026-04-27T21:58:37.400Z
00000000-0000-0000-0000-000001610099,00000000-0000-0000-0000-000000310419,00000000-0000-0000-0000-000000610099,00000000-0000-0000-0000-000000710099,00000000-0000-0000-0000-000000910097,00000000-0000-0000-0000-000000810099,2026-04-28,2026-04-29T00:30:00Z,2026-04-29T00:55:58.200Z,25.97,29.00,51.11,65.11,32.11,4,149,night,tuesday,false,clear,AC Luxury,88,10,2026-04-29T00:56:03.200Z
00000000-0000-0000-0000-000001610100,00000000-0000-0000-0000-000000310520,00000000-0000-0000-0000-000000610100,00000000-0000-0000-0000-000000710100,00000000-0000-0000-0000-000000910100,00000000-0000-0000-0000-000000810100,2026-04-29,2026-04-30T02:56:00Z,2026-04-30T03:22:47.400Z,26.79,23.00,24.14,39.14,4.14,0,160,night,wednesday,false,rain,Normal,35,13,2026-04-30T03:22:52.400Z
